,Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Total des abonnements au téléphone cellulaire mobile,Total des recettes des télécommunications USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Total des lignes d'accès téléphoniques,Total des voies d'accès de communication,Recettes_prédites
412,Suède,2018,3222772.0,14316905.0,5838200736.0,-0.2673199153765682,-0.3077984882147181,-0.27703283909887044,11614892580.0083
413,Tchéquie,2005,7833756.0,11775878.0,4881562563.0,-0.3020225013145822,-0.27990754281042435,-0.28751779499036484,4414463072.736389
414,Tchéquie,2006,7451645.0,12406199.0,5395686593.0,-0.30054491579336484,-0.28442165136705294,-0.28539133538620687,4732180451.835876
415,Tchéquie,2007,7380865.0,13228631.0,6849482504.0,-0.2960618653909207,-0.285202265392447,-0.28232821551077764,5714827716.058327
416,Tchéquie,2008,7294012.0,13805466.0,8429584066.0,-0.293348895062507,-0.2867887367949179,-0.280345617214799,6304649432.781548
417,Tchéquie,2009,7206875.0,14258404.0,7008447009.0,-0.2966280181738887,-0.29045812279182837,-0.27910357037802175,5626574219.392731
418,Tchéquie,2010,7100000.0,14390000.0,6664921466.0,-0.29577178777685137,-0.2973585591973034,-0.27946191089711603,5750863664.083359
419,Tchéquie,2011,6620000.0,14240000.0,6723163842.0,-0.29480617342493004,-0.2945412208398405,-0.27869233815952704,5984477916.366127
420,Tchéquie,2012,5357800.0,13862800.0,5943157293.0,-0.29672499850984063,-0.29785863675575314,-0.2799173923097051,5541380455.455017
421,Tchéquie,2013,5454800.0,13965000.0,5420084844.0,-0.2977868086290299,-0.30156625403417436,-0.2799581092553107,5296363495.236847
422,Tchéquie,2014,5055464.0,13913075.0,5010902524.0,-0.2886122819979619,-0.3087765131388196,-0.28087911395167126,7128119884.570114
423,Tchéquie,2015,4892907.0,14016622.0,4637890196.0,-0.30160380849194646,-0.3087968684084523,-0.2807538882993116,4443168402.5225525
424,Tchéquie,2016,4821205.0,13322688.0,4686270918.0,-0.29885293755832165,-0.3116207852509799,-0.28291961946923383,4950685323.654419
425,Tchéquie,2017,4655896.0,13496301.0,5011108521.0,-0.2999157143494426,-0.31280127819614045,-0.28248090338012294,4731690933.593628
426,Tchéquie,2018,4479730.0,13705387.0,5385664225.0,-0.2974164356805037,-0.31359289392782036,-0.2818563964339144,5255753535.072098
427,Türkiye,2005,30600875.0,43608965.0,12591427517.0,-0.27749715887499027,-0.05277807721952403,-0.15536087502887685,13603641260.723305
428,Türkiye,2006,42694895.0,52662709.0,11287209410.0,-0.26902923196963996,-0.05483994629643329,-0.1278849648285859,15884287610.905304
429,Türkiye,2007,50237153.0,61975807.0,14828317524.0,-0.2637310065055649,-0.06371287171942708,-0.09999148060274356,17472380669.842644
430,Türkiye,2008,52640000.0,65824110.0,15663084340.0,-0.24405877007398522,-0.07353087329443182,-0.08783255561195615,21716662143.02453
431,Türkiye,2009,46910000.0,62779554.0,13365858314.0,-0.21086290905363975,-0.08717207345397272,-0.09693589348405302,28312962872.641533
432,Türkiye,2010,42711772.0,61769635.0,14119170677.0,-0.24645522145430862,-0.09186158949673694,-0.09860188322047658,20886717649.491356
433,Türkiye,2011,42279472.0,65321745.0,16194458186.0,-0.22210314910411622,-0.10583129130875801,-0.09037845686730318,25993761484.749702
434,Türkiye,2012,41709890.0,67680547.0,16724057836.0,-0.2264998045188195,-0.1171094066609015,-0.08540954141686591,25107703367.346115
435,Türkiye,2013,41465390.0,69661108.0,16473051227.0,-0.23587574269268013,-0.13640410335559613,-0.08233669364789768,23101088519.248344
436,Türkiye,2014,40037521.0,71888414.0,15371045353.0,-0.24409773107820226,-0.15243522347038926,-0.0781081645477286,21377629882.429253
437,Türkiye,2015,38181732.0,73639261.0,14551400276.0,-0.13587301227005782,-0.1683718500566731,-0.07470379428114195,43725455508.80029
438,Türkiye,2016,36343215.0,75061699.0,14977074338.0,-0.24782840977279877,-0.16427370742183214,-0.06737279795207225,20739518036.30742
439,Türkiye,2017,35717456.0,77800170.0,14012896524.0,-0.254313601782424,-0.161021301588518,-0.055478001240420544,19654576420.446198
440,Türkiye,2018,34382665.0,80117999.0,12221612707.0,-0.2625708705577077,-0.1564428872838803,-0.044312395952026136,18197468193.189377
441,États-Unis,2005,23430000.0,203700000.0,457465000000.0,1.7170608065723718,2.0448144133749167,0.8080682856304804,459112333196.16
442,États-Unis,2006,36270000.0,229619000.0,471681000000.0,1.9795426440892154,1.9373601423528546,0.8905116555660412,514322735608.81555
443,États-Unis,2007,44710000.0,249332000.0,491123000000.0,1.9747383403994618,1.809230326673647,0.9447282079932837,513550527102.1557
444,États-Unis,2008,46508552.0,261284000.0,508672000000.0,2.001607919119402,1.6661713223447085,0.9700097284435771,518659527629.933
445,États-Unis,2009,54582317.0,274283000.0,505503000000.0,1.6164293436576502,1.4679715688971904,0.9735877337603933,437742358168.44354
446,États-Unis,2010,58735750.0,285118000.0,517507000000.0,1.7016122372226847,1.3402757078451824,0.9906372611399143,454852672690.02136
447,États-Unis,2011,71593069.0,297404000.0,539611000000.0,1.7967777258796025,1.1820117256147014,1.0037539478649753,473747560096.033
448,États-Unis,2015,75800000.0,378000000.0,601970000000.0,2.1122795136971417,0.589201475129136,1.1456204153269267,537881456517.0323
449,États-Unis,2016,77500000.0,396000000.0,627970000000.0,2.2032160643756535,0.4995255952110904,1.186575550869002,556906151521.0286
450,États-Unis,2017,77400000.0,400000000.0,617045000000.0,2.3992143939462647,0.3797887150189153,1.1811215426661548,596546828519.97
451,États-Unis,2018,74000000.0,421800000.0,630683000000.0,2.414317743869143,0.28399921086517516,1.2289381723989088,599980474636.1964
