Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Nombre d’abonnés à la télévision par câble,Total Internet Protocol (IP) telephone subscriptions,Total des abonnements au téléphone cellulaire mobile,Total des abonnements au téléphone cellulaire mobile pour 100 habitants,Total des lignes d'accès téléphoniques,Total des recettes des télécommunications,Total des recettes des télécommunications USD,Total des voies d'accès de communication,Total des voies d'accès de communication pour 100 habitants
Italie,2003,51705540.0,7887000000.0,8962500000.0,,,56700000.0,98.93,26010802.0,41608000000.0,47281818182.0,85112741.0,148.5
Italie,2004,57658689.0,7084255000.0,8855318750.0,,,63153000.0,109.48,24800359.0,44168000000.0,55210000000.0,92654611.0,160.62
Italie,2005,65731770.0,6887420700.0,8609275875.0,,,71838000.0,123.92,24008100.0,46451000000.0,58063750000.0,102742796.0,177.24
Italie,2006,72696064.0,6755000000.0,8443750000.0,,,80416000.0,138.3,22666486.0,47063000000.0,58828750000.0,111475486.0,191.72
Italie,2007,80604390.0,7163000000.0,9812328767.0,,,90135922.0,154.24,22850079.0,46142000000.0,63208219178.0,123117543.0,210.68
Italie,2008,80264112.0,6689000000.0,9836764706.0,,,90341160.0,153.57,22556587.0,45206000000.0,66479411765.0,124180747.0,211.1
Italie,2009,77046473.0,6222000000.0,8641666667.0,,2987102.0,90032886.0,152.35,24091642.0,43800000000.0,60833333333.0,126205759.0,213.56
Italie,2010,79085236.0,6150000000.0,8200000000.0,,3253408.0,93666088.0,158.01,23930142.0,42156000000.0,56208000000.0,130654829.0,220.41
Italie,2011,79736335.0,6009000000.0,8345833333.0,,3583222.0,97290853.0,163.85,23457295.0,40588000000.0,56372222222.0,134266091.0,226.12
Italie,2012,78789757.0,6316053326.67784,8097504265.0,,3741174.0,98603231.0,165.61,22981324.0,38616000000.0,49507692308.0,135347275.0,227.32
Italie,2013,77647921.488,5947026059.76293,7929368080.0,,3907301.0,98814024.0,164.05,22197351.0,34693951665.3884,46258602221.0,135017341.0,224.15
Italie,2014,75716830.0,6137143702.75775,8182858270.0,,4066436.0,97519307.0,160.42,21521294.0,32403749819.536,43204999759.0,133380810.0,219.42
Italie,2015,74621563.0,7288934581.07277,8098816201.0,,4397530.0,96887129.0,159.54,21119193.0,31813597729.1283,35348441921.0,132999527.0,219.0
Italie,2016,73423928.0,7043906113.51682,7826562348.0,811000.0,4976084.0,98182991.0,161.94,20974710.0,31917301088.789,35463667876.0,134650396.0,222.09
Italie,2017,71755865.0,7183297622.19267,8071120924.0,789000.0,5617180.0,100162608.0,165.46,21231336.0,32221550951.1665,36203989833.0,137926999.0,227.84
Italie,2018,71075209.0,8408753240.56036,9892650871.0,700000.0,6340004.0,103638887.0,171.53,20772008.0,31576062132.5067,37148308391.0,141479920.0,234.15
Japon,1996,,4112200000000.0,,4963166.0,,26906511.0,21.38,62632506.0,12872544000000.0,,89539017.0,71.14
Japon,1997,,3970300000000.0,,6682908.0,,38253893.0,30.32,62849151.0,14095922000000.0,,101103044.0,80.13
Japon,1998,,3799400000000.0,,7893992.0,,47307592.0,37.4,62626357.0,14816928000000.0,,109933949.0,86.91
Japon,1999,1907000.0,3821184000000.0,,9428624.0,,56845594.0,44.87,62128858.0,16309949000000.0,,118974452.0,93.91
Japon,2000,1413671.0,3935336000000.0,36516061984.0,10442442.0,,66784374.0,52.62,61957098.0,17593827000000.0,163253474993.0,128741472.0,101.43
Japon,2001,1847444.0,2906669000000.0,23917296141.0,12997568.0,,74819158.0,58.78,61324051.0,19055438000000.0,156796165556.0,136143209.0,106.95
Japon,2002,2083958.0,2414693000000.0,19257460723.0,15138168.0,,81118324.0,63.65,60772460.0,16219456000000.0,129352069543.0,149814399.0,117.56
Japon,2003,2609505.0,2367524000000.0,20422013284.0,16538072.0,,86654962.0,67.9,60218496.0,16140335000000.0,139224833952.0,160781345.0,125.99
Japon,2004,2858073.0,2509009000000.0,23190766245.0,17881820.0,,91473960.0,71.64,59607695.0,14576700000000.0,134732415195.0,169749254.0,132.94
Japon,2005,2725848.0,2086471000000.0,18930058066.0,19127988.0,,96483732.0,75.51,58053419.0,14553713000000.0,132042397024.0,176921989.0,138.47
Japon,2006,2494138.0,2446583000000.0,21036827171.0,20608780.0,,101698165.0,79.51,55164571.0,15103600000000.0,129867583835.0,182607444.0,142.77
Japon,2007,2109366.0,2176820000000.0,18486794055.0,21944829.0,,107338974.0,83.84,51232022.0,15306300000000.0,129989808917.0,186874248.0,145.96
Japon,2008,1540932.0,2434018000000.0,23548935759.0,23007196.0,,112050077.0,87.48,47299410.0,14405500000000.0,139372097523.0,189466993.0,147.92
Japon,2009,1098665.0,2369400000000.0,25322218660.0,24705787.0,,112182922.0,87.62,43338640.0,14218200000000.0,151952548894.0,187176334.0,146.2
Japon,2010,1257500.0,1486600000000.0,16935520620.0,26016055.0,,119535344.0,93.35,39568111.0,13368200000000.0,152292093871.0,193127241.0,150.81
Japon,2011,1370460.0,1435200000000.0,17982708934.0,27649017.0,,128204758.0,100.29,35953256.0,13271300000000.0,166286179677.0,199030890.0,155.69
Japon,2012,1258211.0,1434800000000.0,17982203284.0,28044261.0,31276067.0,136043361.0,106.62,32743625.0,12955100000000.0,162364958015.0,204058637.0,159.93
Japon,2013,1047752.0,1603300000000.0,16427254098.0,28643706.0,33776671.0,144014699.0,113.03,30042234.0,13638400000000.0,139737704918.0,209854742.0,164.7
Japon,2014,926403.0,1015400000000.0,9584670568.0,29179338.0,35647906.0,152697747.0,120.01,27733001.0,13690400000000.0,129227864829.0,217062539.0,170.6
Japon,2015,754783.0,1196000000000.0,9881031064.0,29481492.0,38467057.0,156562122.0,123.19,25078411.0,14034200000000.0,115946794448.0,219336384.0,172.58
Japon,2016,599400.0,1198700000000.0,11018475963.0,29795143.0,40985042.0,163496760.0,128.81,22983971.0,14186200000000.0,130399852928.0,225353779.0,177.54
Japon,2017,518460.0,1094400000000.0,9756619417.0,30221882.0,42554951.0,170192035.0,134.32,21354067.0,14023800000000.0,125022733351.0,231030649.0,182.34
Japon,2018,443439.0,1094400000000.0,9911247962.0,30545264.0,43413159.0,177816158.0,140.63,19957340.0,,0.0,237841509.0,188.1
Lettonie,2002,,,,,,,,,,,10000.0,0.43
Lettonie,2003,,,,,,,,,,,19533.0,0.85
Lettonie,2004,,,,,,,,,,,49147.0,2.17
Lettonie,2005,,,,,,,,,,,60770.0,2.71
Lettonie,2006,,,,,,,,,,,109674.0,4.94
Lettonie,2007,,,,,,,,,,,338559.0,15.39
Lettonie,2008,,,,,,,,,,,412108.0,18.93
Lettonie,2009,,,,,,,,,,,436966.0,20.4
Lettonie,2010,,,,,,,,,,,434655.0,20.72
Lettonie,2011,,,,,,,,,,,455220.0,22.1
Lettonie,2012,1218000.0,80000000.0,102564103.0,320000.0,32000.0,2631000.0,129.33,392106.0,,,3493654.0,171.74
Lettonie,2013,1045000.0,65000000.0,86666667.0,467000.0,87000.0,2580000.0,128.19,308500.0,,,3381515.0,168.01
Lettonie,2014,979802.0,113000000.0,150666667.0,286000.0,83000.0,2384000.0,119.57,400809.0,529432607.52,705910143.0,3289650.0,165.0
Lettonie,2015,845850.0,98000000.0,108888889.0,190000.0,119506.0,2590000.0,130.97,395602.0,537982022.320001,597757803.0,3495135.0,176.74
Lettonie,2016,764119.0,88000000.0,97777778.0,223960.0,113995.0,2625744.0,134.0,362940.0,531350055.53,590388951.0,3507838.0,179.01
Lettonie,2017,609956.0,67132877.0,75430199.0,220450.0,100893.0,2769740.0,142.6,342296.0,543817274.69,611030646.0,3638153.0,187.32
Lettonie,2018,586889.0,77653519.84,91357082.0,209805.0,104679.0,2799054.0,145.24,266214.0,531972984.02,625850569.0,3591316.0,186.35
Lituanie,1997,,,,,,165337.0,4.62,1048198.0,,,1213535.0,33.94
Lituanie,1998,,,,,,241517.0,6.8,1109768.0,,,1351285.0,38.07
Lituanie,1999,,,,,,329148.0,9.34,1152600.0,,,1481748.0,42.04
Lituanie,2000,,,,,,508900.0,14.54,1187700.0,,,1696600.0,48.48
Lituanie,2001,,,,,,994745.0,28.66,1151700.0,,,2146445.0,61.84
Lituanie,2002,,,,,,1645268.0,47.78,935900.0,,,2601168.0,75.55
Lituanie,2003,,310010665.72,348326591.0,,,2102207.0,61.55,824200.0,2028641616.58,2279372603.0,2993197.0,87.64
Lituanie,2004,1736897.0,272756418.33,336736319.0,,,3051160.0,90.35,820040.0,2132322985.91,2632497513.0,4000252.0,118.45
Lituanie,2005,2887716.0,276783817.61,345979772.0,,,4353447.0,131.03,756276.0,2515547792.34,3144434740.0,5343804.0,160.84
Lituanie,2006,3160118.0,350191453.66,437739317.0,,,4718215.0,144.29,722249.0,2696240662.578,3370300828.0,5809179.0,177.66
Lituanie,2007,3260289.0,469242107.0,642797407.0,,,4921077.0,152.29,727724.0,2974468869.6728,4074614890.0,6156373.0,190.52
Lituanie,2008,3248753.0,375109461.56,551631561.0,,22086.0,5022638.0,157.04,711470.0,3124796541.98,4595289032.0,6324211.0,197.74
Lituanie,2009,3047252.0,299449088.97,415901512.0,,27394.0,4961499.0,156.86,670981.0,2882736569.67773,4003800791.0,6266259.0,198.12
Lituanie,2010,2873219.0,320703168.21,427604224.0,,37780.0,4890979.0,157.91,641539.0,2573509025.40711,3431345367.0,6216575.0,200.71
Lituanie,2011,2765481.0,359957442.55,499940892.0,,38302.0,4938000.0,163.07,604895.0,2394728250.50882,3326011459.0,6274829.0,207.22
Lituanie,2012,2711033.0,265799921.57,340769130.0,,49704.0,4997265.0,167.26,561202.0,2272460455.45773,2913410840.0,6331191.0,211.9
Lituanie,2013,2096601.0,299278640.46,399038187.0,,59163.0,4494113.0,151.95,507458.0,2144920435.97636,2859893915.0,5765981.0,194.95
Lituanie,2014,1803893.0,284114154.36,378818872.0,,71755.0,4264592.0,145.43,461486.0,2094982761.16708,2793310348.0,5527941.0,188.51
Lituanie,2015,1636272.0,78883133.9810473,87647927.0,,81864.0,4184053.0,144.03,422737.0,565755059.6,628616733.0,5440088.0,187.27
Lituanie,2016,1527680.0,97837173.48,108707971.0,377361.0,89737.0,3600115.0,125.52,385805.0,591842844.7,657603161.0,4843681.0,168.87
Lituanie,2017,1432007.0,76940044.36,86449488.0,372112.0,97394.0,3700256.0,130.83,344473.0,613368262.4,689177823.0,4843498.0,171.25
Lituanie,2018,1335878.0,80756974.0,95008205.0,350220.0,110658.0,3764670.0,134.38,274421.0,627704357.9,738475715.0,4827834.0,172.33
Luxembourg,1996,,120424196.0,,,,45000.0,10.86,249737.0,243994231.0,,294737.0,71.15
Luxembourg,1997,,70101807.0,,,,67208.0,16.02,260177.0,271298466.0,,327385.0,78.05
Luxembourg,1998,,27354491.0,,,,130000.0,30.61,227610.0,306892184.0,,357610.0,84.2
Luxembourg,1999,46631.0,51624459.0,,,,208364.0,48.4,217375.0,341176981.0,,425739.0,98.9
Luxembourg,2000,119560.0,16550000.0,15324074.0,,,303274.0,69.51,248113.0,370679898.0,343222128.0,551387.0,126.38
Luxembourg,2001,179416.0,33900000.0,30267857.0,,,432400.0,97.93,250679.0,416917310.0,372247598.0,683079.0,154.71
Luxembourg,2002,179416.0,52000000.0,49056604.0,,,473000.0,106.01,250679.0,418000000.0,394339623.0,730540.0,163.74
Luxembourg,2003,318000.0,39000000.0,44318182.0,,,539000.0,119.35,246100.0,421000000.0,478409091.0,800671.0,177.29
Luxembourg,2004,381200.0,58793000.0,73491250.0,,,646000.0,141.02,244800.0,427300000.0,534125000.0,934945.0,204.09
Luxembourg,2005,419200.0,44718000.0,55897500.0,,,719500.0,154.68,244400.0,453540000.0,566925000.0,1031257.0,221.7
Luxembourg,2006,372000.0,70000000.0,87500000.0,,,714000.0,151.07,245300.0,489800000.0,612250000.0,1058580.0,223.97
Luxembourg,2007,310000.0,79900000.0,109452055.0,,,684000.0,142.5,254400.0,493200000.0,675616438.0,1067660.0,222.43
Luxembourg,2008,279000.0,87800000.0,129117647.0,,,707000.0,144.69,260400.0,505600000.0,743529412.0,1111166.0,227.4
Luxembourg,2009,260000.0,97800000.0,135833333.0,,,720000.0,144.64,264400.0,505700000.0,702361111.0,1129800.0,226.97
Luxembourg,2010,230000.0,91800000.0,122400000.0,,,727000.0,143.41,268000.0,496260000.0,661680000.0,1150892.0,227.02
Luxembourg,2011,236000.0,114500000.0,159027778.0,,6000.0,765000.0,147.58,274000.0,511420000.0,710305556.0,1202617.0,232.01
Luxembourg,2012,236000.0,133200000.0,170769231.0,111000.0,32000.0,761500.0,143.42,236000.0,560500000.0,718589744.0,1168151.0,220.01
Luxembourg,2013,224500.0,151200000.0,201600000.0,107000.0,49500.0,788500.0,145.12,218500.0,570000000.0,760000000.0,1184300.0,217.96
Luxembourg,2014,210000.0,156100000.0,208133333.0,94700.0,,883000.0,158.72,270740.0,534700000.0,712933333.0,1341340.0,241.11
Luxembourg,2015,193000.0,131500000.0,146111111.0,93300.0,,906000.0,159.06,276630.0,538000000.0,597777778.0,1382830.0,242.77
Luxembourg,2016,104000.0,112300000.0,124777778.0,85600.0,,894600.0,153.33,276400.0,549400000.0,610444444.0,1374100.0,235.51
Luxembourg,2017,99000.0,104100000.0,116966292.0,87500.0,,932000.0,156.29,275500.0,562400000.0,631910112.0,1421808.0,238.42
Luxembourg,2018,77000.0,80600000.0,94823529.0,83900.0,,951800.0,156.56,273500.0,575600000.0,677176471.0,1449500.0,238.42
Mexique,1996,423365.0,12128235503.0,,,,1021900.0,1.1,8826148.0,51335340000.0,,9848048.0,10.56
Mexique,1997,981872.0,15608118068.0,,,,1740814.0,1.84,9253715.0,69458432673.0,,10994529.0,11.61
Mexique,1998,2282110.0,28915013525.0,,,,3349475.0,3.48,9926879.0,88236247451.42,,13276354.0,13.81
Mexique,1999,6327238.0,38506103456.3,,,,7731635.0,7.93,10927385.0,108011476773.01,,18659020.0,19.14
Mexique,2000,12449635.0,49439298574.63,5226141498.0,,,14077880.0,14.25,12332816.0,135408821279.98,14313828888.0,26410696.0,26.74
Mexique,2001,19974020.0,53713088396.25,5750865995.0,,,21757559.0,21.73,13774356.0,149973244133.12,16057092520.0,35531915.0,35.49
Mexique,2002,23921813.0,30235276601.35,3129945818.0,,,25928266.0,25.55,14975295.0,164951113245.52,17075684601.0,41100068.0,40.5
Mexique,2003,28069647.0,27884447542.23,2584286148.0,,,30097700.0,29.25,16330276.0,185740037155.02,17214090561.0,46725973.0,45.41
Mexique,2004,35942592.0,40812124062.21,3614891414.0,,,38451135.0,36.88,18073405.0,215522783977.86,19089706287.0,56977341.0,54.64
Mexique,2005,43860561.0,38287448355.76,3512609941.0,,,47128746.0,44.6,19512148.0,243042149352.02,22297444895.0,67702682.0,64.07
Mexique,2006,51091577.0,40318553359.5,3698949849.0,,,55395461.0,51.7,19861380.0,283896932113.2,26045590102.0,77101276.0,71.95
Mexique,2007,61360877.0,35767524850.4,3272417644.0,,,66559462.0,61.21,19997941.0,317994295139.51,29093714102.0,89468787.0,82.27
Mexique,2008,69118299.0,40603569891.24,3648119487.0,,,75368507.0,68.27,20491430.0,336460691075.43,30230071076.0,100133563.0,90.7
Mexique,2009,72997624.0,39063624828.97,2891460017.0,,,83219086.0,74.24,19642590.0,367446737027.15,27198130054.0,111968809.0,99.89
Mexique,2010,78287518.0,71707148060.68,5673033866.0,,,90467974.0,79.53,20115904.0,382819708494.76,30286369343.0,120908388.0,106.29
Mexique,2011,80488243.0,61917451889.16,4985302084.0,,,94583253.0,81.98,19996800.0,395254333343.97,31824020398.0,125462153.0,108.75
Mexique,2012,85743048.0,,,,,101360558.0,86.68,20587800.0,,,133560924.0,114.22
Mexique,2013,90399443.0,60798448135.86,4761037442.0,13866393.0,,106748021.0,90.12,19318472.0,399196289504.59,31260476860.0,138488667.0,116.91
Mexique,2014,89075691.0,48351979056.25,3638222653.0,15318952.0,,104948339.0,87.5,19436314.0,437850824657.68,32945885979.0,137203581.0,114.4
Mexique,2015,90647027.0,72997978849.95,4605550716.0,17330951.0,,107688282.0,88.74,19615886.0,447698826350.1,28245982735.0,141903019.0,116.94
Mexique,2016,93936401.0,85070184815.12,4558959529.0,18681845.0,,111730635.0,91.05,19985434.0,457901833597.22,24539219378.0,147640040.0,120.31
Mexique,2017,94840804.0,61481725306.17,3247846028.0,18252338.0,,114329353.0,92.17,19950121.0,467227657180.0,24681862503.0,151280588.0,121.96
Mexique,2018,100099672.0,57775731890.81,3002896668.0,18169111.0,,120173510.0,95.89,20999933.0,494677832011.0,25710906030.0,159533015.0,127.29
Norvège,1996,,2500000000.0,,,,1261445.0,28.79,2484173.0,22170000000.0,,3745618.0,85.49
Norvège,1997,,3822000000.0,,,,1676763.0,38.06,2474964.0,25518000000.0,,4151727.0,94.25
Norvège,1998,474152.0,3600000000.0,,,,2071672.0,46.75,2475490.0,18619387000.0,,4547162.0,102.61
Norvège,1999,1112793.0,4217000000.0,,,,2663552.0,59.7,2445734.0,20305545950.0,,5109286.0,114.51
Norvège,2000,1385280.0,5082000000.0,577500000.0,,,3244646.0,72.25,2388438.0,23055000000.0,2619886364.0,5633084.0,125.43
Norvège,2001,1513586.0,5368000000.0,597107898.0,,,3593251.0,79.61,2317087.0,25299000000.0,2814126808.0,5910338.0,130.94
Norvège,2002,1653500.0,5644000000.0,707268170.0,,,3790086.0,83.52,2295257.0,26809000000.0,3359523810.0,6275887.0,138.29
Norvège,2003,1666423.0,3709000000.0,523870056.0,,,4060829.0,88.96,2201826.0,28256000000.0,3990960452.0,6635916.0,145.37
Norvège,2004,1754055.0,3709000000.0,550296736.0,,,4524750.0,98.54,2106355.0,30160000000.0,4474777448.0,7328980.0,159.61
Norvège,2005,1735766.0,3709000000.0,575931677.0,,,4754453.0,102.84,1931480.0,30616000000.0,4754037267.0,7731522.0,167.23
Norvège,2006,1613537.0,4100000000.0,639625585.0,,,5007746.0,107.45,1668901.0,31096000000.0,4851170047.0,7927546.0,170.09
Norvège,2007,1406161.0,4000000000.0,682593857.0,887371.0,458833.0,5173367.0,109.86,1509887.0,31271000000.0,5336348123.0,8101554.0,172.04
Norvège,2008,1422196.0,4000000000.0,709219858.0,933282.0,507811.0,5211207.0,109.29,1384481.0,31814000000.0,5640780142.0,8145663.0,170.83
Norvège,2009,1432038.0,0.0,,935640.0,515611.0,5354554.0,110.89,1246887.0,33490350402.0,5324380032.0,8271575.0,171.3
Norvège,2010,1290389.0,0.0,,944685.0,511662.0,5371252.0,109.86,1132092.0,33696927911.0,5578961575.0,8226699.0,168.26
Norvège,2011,1358424.0,0.0,,944729.0,495924.0,5547353.0,112.0,1025694.0,32951642173.0,5884221817.0,8358633.0,168.76
Norvège,2012,1326722.0,7790318000.0,1338542612.0,946886.0,479092.0,5613228.0,111.85,911797.0,33116764430.0,5690165710.0,8377830.0,166.94
Norvège,2013,1304469.0,8455295000.0,1437975340.0,935209.0,452505.0,5692052.0,112.04,780743.0,33603902670.0,5714949434.0,8383515.0,165.02
Norvège,2014,1259127.0,8994935000.0,1427767460.0,917161.0,412011.0,5737961.0,111.69,668858.0,33745151590.0,5356373268.0,8383948.0,163.19
Norvège,2015,1144623.0,10030245000.0,1244447270.0,891321.0,374701.0,5714890.0,110.12,569669.0,33833212215.0,4197669009.0,8335019.0,160.6
Norvège,2016,1023452.0,11281197000.0,1342999643.0,858219.0,321899.0,5729569.0,109.42,485264.0,34226721131.0,4074609658.0,8321808.0,158.93
Norvège,2017,889055.0,10914971000.0,1319827207.0,804860.0,278943.0,5719665.0,108.39,407775.0,34486066103.0,4170020085.0,8292661.0,157.15
Norvège,2018,755243.0,11026286000.0,1356246740.0,721981.0,232264.0,5720892.0,107.7,328681.0,33928489857.0,4173245985.0,8256092.0,155.43
Nouvelle-Zélande,1996,,696000000.0,,,,476200.0,12.76,1719000.0,3106500096.0,,2195200.0,58.82
Nouvelle-Zélande,1997,,587000000.0,,,,710000.0,18.78,1753000.0,3396697396.0,,2463000.0,65.14
Nouvelle-Zélande,1998,577254.0,557509527.0,,,,1254900.0,32.89,1763000.0,3816834750.0,,3017900.0,79.11
Nouvelle-Zélande,1999,878940.0,666168508.0,,,,1542000.0,40.21,1759000.0,4106272499.0,,3301000.0,86.07
Nouvelle-Zélande,2000,1487160.0,834000000.0,379090909.0,21000.0,,2187000.0,56.69,1749000.0,4893859000.0,2224481364.0,3936000.0,102.03
Nouvelle-Zélande,2001,1661492.0,896704114.0,376766434.0,26000.0,,2422000.0,62.41,1765000.0,5039000000.0,2117226891.0,4187000.0,107.9
Nouvelle-Zélande,2002,1737420.0,690389363.0,319624705.0,27300.0,,2539000.0,64.3,1801000.0,5324000000.0,2464814815.0,4404100.0,111.54
Nouvelle-Zélande,2003,1797710.0,645949533.0,375552054.0,40000.0,,2599000.0,64.54,1847000.0,5324000000.0,3095348837.0,4549776.0,112.98
Nouvelle-Zélande,2004,2115250.0,630780464.0,417735407.0,50000.0,,3027000.0,74.06,1843000.0,5324000000.0,3525827815.0,5061695.0,123.83
Nouvelle-Zélande,2005,2460620.0,730643503.0,514537678.0,55000.0,,3530000.0,85.39,1847000.0,5324000000.0,3749295775.0,5751000.0,139.12
Nouvelle-Zélande,2006,2595100.0,918000000.0,596103896.0,60000.0,,3803000.0,90.88,1851000.0,4920000000.0,3194805195.0,6144067.0,146.83
Nouvelle-Zélande,2007,2877540.0,1070000000.0,786764706.0,70000.0,,4200000.0,99.44,1854000.0,4900000000.0,3602941176.0,6811132.0,161.26
Nouvelle-Zélande,2008,3096334.0,1185000000.0,834507042.0,70000.0,,4600000.0,107.99,1861000.0,4920000000.0,3464788732.0,7375961.0,173.15
Nouvelle-Zélande,2009,3104365.0,1695000000.0,1059375000.0,60000.0,24000.0,4700000.0,109.24,1856000.0,4930000000.0,3081250000.0,7584556.0,176.28
Nouvelle-Zélande,2010,3161925.0,1545000000.0,1111510791.0,50000.0,30000.0,5000000.0,114.92,1789000.0,4960000000.0,3568345324.0,7916633.0,181.96
Nouvelle-Zélande,2011,3168118.0,1235000000.0,972440945.0,40000.0,37500.0,5200000.0,118.61,1774063.0,5030000000.0,3960629921.0,8184577.0,186.69
Nouvelle-Zélande,2012,3200000.0,1270000000.0,1032520325.0,40000.0,46875.0,5400000.0,122.5,1759125.0,5250000000.0,4268292683.0,8464928.0,192.03
Nouvelle-Zélande,2013,3000000.0,1580000000.0,1295081967.0,40000.0,58594.0,5300000.0,119.31,1729406.0,5210000000.0,4270491803.0,8397282.0,189.04
Nouvelle-Zélande,2014,3370000.0,1690000000.0,1396694215.0,40000.0,66000.0,5600000.0,124.18,1539000.0,5170000000.0,4272727273.0,8560621.0,189.83
Nouvelle-Zélande,2015,3490000.0,1770000000.0,1237762238.0,40000.0,150000.0,5800000.0,126.2,1232000.0,5110000000.0,3573426573.0,8505146.0,185.07
Nouvelle-Zélande,2016,3700000.0,1592000000.0,1105555556.0,35000.0,375000.0,6100000.0,129.98,1221000.0,5280000000.0,3666666667.0,8875206.0,189.11
Nouvelle-Zélande,2017,3860000.0,1578000000.0,1119148936.0,,,6400000.0,133.5,1271000.0,5370000000.0,3808510638.0,9293992.0,193.87
Nouvelle-Zélande,2018,3720000.0,1657000000.0,1142758621.0,,,6400000.0,131.0,1073000.0,5418000000.0,3736551724.0,9135090.0,186.98
OCDE - Total,1996,1036572.0,,,68021166.0,,120153223.0,10.32,452025694.0,,,572178917.0,49.15
OCDE - Total,1997,6953072.0,,,105540161.0,,170665279.0,14.55,482272319.0,,,652937598.0,55.67
OCDE - Total,1998,33115007.0,,,110991076.0,,246028547.0,20.83,487648270.0,,,733676817.0,62.12
OCDE - Total,1999,95614815.0,,,107271329.0,,363057397.0,30.52,543867582.0,,,906924979.0,76.24
OCDE - Total,2000,188615937.0,,238471344000.0,116116507.0,,515424518.0,43.02,549392333.0,,882439232889.0,1064816851.0,88.87
OCDE - Total,2001,249474565.0,,214757075000.0,119318612.0,,616693257.0,51.1,551744757.0,,927788293980.0,1168438014.0,96.82
OCDE - Total,2002,280653662.0,,148565088000.0,126901668.0,532.0,683950062.0,56.27,547399716.0,,930441261795.0,1291726405.0,106.27
OCDE - Total,2003,305321724.0,,146273010000.0,130320982.0,38356.0,760832657.0,62.16,549352245.0,,1044331403155.0,1398583921.0,114.26
OCDE - Total,2004,348914458.0,,168126113000.0,129835779.0,1117634.0,870195893.0,70.59,544606203.0,,1100546429839.0,1537244393.0,124.71
OCDE - Total,2005,405270212.0,,173414549000.0,133142178.0,3924759.0,973111634.0,78.38,539902152.0,,1178831541897.0,1675245539.0,134.93
OCDE - Total,2006,482251231.0,,196214280000.0,139898238.0,7844288.0,1079758304.0,86.34,524163359.0,,1184401400450.0,1807787966.0,144.55
OCDE - Total,2007,543220049.0,,202016255000.0,141626102.0,13290037.0,1187711576.0,94.24,504331074.0,,1297432120376.0,1932501728.0,153.33
OCDE - Total,2008,570322241.0,,206184915000.0,150748971.0,39682352.0,1263250076.0,99.44,480527829.0,,1364448182656.0,2011159556.0,158.32
OCDE - Total,2009,574182013.0,,177850929000.0,154120674.0,51038217.0,1303979032.0,101.91,450428005.0,,1297384678522.0,2044255998.0,159.77
OCDE - Total,2010,576842079.0,,175800703000.0,150611748.0,60931321.0,1349302211.0,104.71,427123300.0,,1313517325079.0,2086077640.0,161.89
OCDE - Total,2011,598541915.0,,191680373673.0,150816255.0,89830715.0,1409011863.0,108.8,402797884.0,,1369169762289.0,2136338551.0,164.96
OCDE - Total,2012,525514365.0,,191948869505.0,155617103.794005,138797446.0,1453004532.0,111.51,379095410.0,,1312223873555.0,2169566505.0,166.51
OCDE - Total,2013,517051213.003071,,202557508913.0,170743570.741129,154447958.0,1480497848.0,112.92,352736659.0,,1312527811698.0,2183245099.0,166.53
OCDE - Total,2014,503329050.0,,193300446161.0,163381470.615926,174012809.0,1551624992.0,117.56,325963373.0,,1323718350223.0,2239581839.0,169.69
OCDE - Total,2015,565093437.0,,186240146447.0,166814563.0,190230584.0,1592561557.0,119.92,304729287.0,,1237649676323.0,2275351432.0,171.33
OCDE - Total,2016,554834716.0,,191530814693.0,170919709.0,199652954.0,1648559965.0,123.35,288252213.0,,1267819378087.0,2329314214.0,174.29
OCDE - Total,2017,543314402.0,,196926446865.0,171324192.0,211521713.0,1683934819.00299,125.28,268105392.0,,1259587863457.0,2358324056.00299,175.45
OCDE - Total,2018,532837811.0,,202431898369.0,169330842.0,219006160.99653,1742750565.0,128.92,250996275.99968,,1286608199328.0,2412618089.99968,178.47
Pays-Bas,1996,,2424999936.0,,,,1016000.0,6.54,8152000.0,6478166249.0,,9168000.0,59.03
Pays-Bas,1997,,2914000000.0,,,,1688550.0,10.82,9129000.0,7022312971.0,,10817550.0,69.3
Pays-Bas,1998,1573090.0,5309984343.0,,,,3347000.0,21.31,7767000.0,8541783615.0,,11114000.0,70.76
Pays-Bas,1999,3938200.0,9792709179.0,,,,6790000.0,42.94,8211000.0,10075418755.0,,15001000.0,94.87
Pays-Bas,2000,7370000.0,3460000000.0,3203703704.0,,,11000000.0,69.07,8174389.0,11063000000.0,10243518519.0,19174389.0,120.4
Pays-Bas,2001,7500000.0,2991926000.0,2671362500.0,,,11500000.0,71.67,7985000.0,13000000000.0,11607142857.0,19485000.0,121.43
Pays-Bas,2002,7400000.0,1658000000.0,1564150943.0,,,11800000.0,73.07,7852000.0,13767000000.0,12987735849.0,20788200.0,128.73
Pays-Bas,2003,8100000.0,1621000000.0,1842045455.0,,,13100000.0,80.74,7677000.0,14778000000.0,16793181818.0,22690200.0,139.84
Pays-Bas,2004,10064000.0,3056868301.89908,3821085377.0,,,15913000.0,97.74,7434000.0,15110550000.0,18888187500.0,26432561.0,162.34
